code,epoch,timestamp,Reaction Time
88,1,194.859375,0.71875
36,1,196.4765625,0.669921875
77,1,197.259765625,0.685546875
109,1,198.84375,0.703125
71,1,199.654296875,0.708984375
87,1,200.470703125,0.6875
44,1,202.0546875,0.69140625
11,1,202.861328125,0.685546875
86,1,203.662109375,0.685546875
102,1,204.455078125,0.708984375
70,1,205.279296875,0.669921875
3,1,206.0625,0.669921875
114,1,206.83984375,0.658203125
111,1,207.61328125,0.71875
83,1,208.447265625,0.701171875
79,1,209.2578125,0.708984375
47,1,210.080078125,0.71875
1,1,210.9140625,0.703125
50,1,211.73046875,0.669921875
47,1,212.5078125,0.69140625
181,1,220.052734375,0.71875
168,1,220.880859375,0.677734375
122,1,221.671875,0.69921875
134,1,222.486328125,0.669921875
197,1,223.265625,0.69140625
226,1,224.064453125,0.69140625
205,1,224.865234375,0.658203125
218,1,225.63671875,0.685546875
163,1,226.431640625,0.658203125
204,1,227.205078125,0.701171875
174,1,228.015625,0.69140625
177,1,228.822265625,0.71875
128,1,229.65625,0.71875
151,1,230.48828125,0.685546875
197,1,231.2890625,0.71875
146,1,232.119140625,0.689453125
154,1,232.923828125,0.701171875
193,1,233.736328125,0.671875
221,1,234.517578125,0.69140625
198,1,235.32421875,0.701171875
142,1,236.134765625,0.69140625
191,1,236.94140625,0.701171875
176,1,237.751953125,0.69140625
173,1,238.55859375,0.71875
231,1,239.384765625,0.69140625
191,1,240.185546875,0.67578125
239,1,240.974609375,0.71875
157,1,241.802734375,0.708984375
169,1,242.625,0.703125
165,1,243.4375,0.70703125
159,1,244.259765625,0.66796875
222,1,245.04296875,0.685546875
150,1,245.837890625,0.69140625
165,1,246.642578125,0.6875
194,1,247.443359375,0.685546875
155,1,248.244140625,0.685546875
121,1,249.828125,0.060546875
179,1,250.62890625,0.71875
154,1,251.4609375,0.720703125
160,1,252.2890625,0.69140625
201,1,253.095703125,0.685546875
195,1,253.896484375,0.71875
152,1,254.728515625,0.720703125
227,1,256.396484375,0.71875
230,1,257.23046875,0.701171875
240,1,258.857421875,0.693359375
203,1,259.658203125,0.67578125
193,1,260.447265625,0.666015625
138,1,261.23046875,0.703125
167,1,262.04296875,0.70703125
168,1,263.69921875,0.66796875
153,1,264.482421875,0.71875
160,1,265.310546875,0.658203125
184,1,266.078125,0.689453125
185,1,267.69921875,0.685546875
124,1,268.5,0.685546875
166,1,269.294921875,0.708984375
238,1,270.111328125,0.67578125
208,1,270.900390625,0.685546875
217,1,271.6953125,0.658203125
157,1,272.462890625,0.69140625
128,1,274.068359375,0.685546875
161,1,274.869140625,0.66796875
131,1,275.6484375,0.673828125
236,1,276.431640625,0.689453125
190,1,277.23046875,0.658203125
233,1,277.99609375,0.708984375
211,1,278.8203125,0.71875
214,1,279.6484375,0.70703125
167,1,280.470703125,0.703125
172,1,281.287109375,0.669921875
223,1,282.06640625,0.689453125
234,1,282.87109375,0.669921875
130,1,283.654296875,0.703125
152,1,284.46484375,0.7109375
164,1,285.2890625,0.66796875
219,1,286.06640625,0.67578125
139,1,286.85546875,0.71875
164,1,287.68359375,0.658203125
235,1,288.44921875,0.67578125
131,1,289.240234375,0.701171875
178,1,290.8515625,0.673828125
187,1,292.474609375,0.71875
158,1,294.107421875,0.703125
196,1,295.70703125,0.6875
188,1,296.5078125,0.703125
133,1,297.3203125,0.69140625
186,1,298.125,0.669921875
199,1,298.91015625,0.71875
140,1,300.525390625,0.6875
145,1,301.326171875,0.71875
190,1,302.16015625,0.669921875
175,1,302.9453125,0.66796875
200,1,303.7265625,0.703125
132,1,304.544921875,0.701171875
150,1,305.35546875,0.708984375
144,1,306.177734375,0.669921875
123,1,306.9609375,0.669921875
172,1,307.74609375,0.66796875
226,1,308.529296875,0.66796875
127,1,309.3125,0.71875
189,1,310.140625,0.658203125
182,1,310.90625,0.67578125
213,1,311.69140625,0.69140625
132,1,312.49609375,0.703125
140,1,313.314453125,0.685546875
215,1,314.107421875,0.708984375
175,1,314.923828125,0.66015625
215,1,315.69140625,0.67578125
233,1,316.48046875,0.6875
176,1,317.28125,0.669921875
147,1,318.064453125,0.669921875
158,1,318.84375,0.69140625
180,1,319.6484375,0.669921875
192,1,321.2265625,0.67578125
125,1,322.009765625,0.658203125
161,1,322.77734375,0.67578125
211,1,323.56640625,0.71875
184,1,324.39453125,0.708984375
181,1,325.216796875,0.703125
185,1,326.02734375,0.66015625
134,1,327.6015625,0.685546875
234,1,328.39453125,0.67578125
210,1,329.185546875,0.66796875
199,1,329.96875,0.669921875
221,1,330.751953125,0.71875
198,1,331.580078125,0.69140625
237,1,332.38671875,0.701171875
225,1,333.197265625,0.69140625
173,1,333.998046875,0.673828125
200,1,334.787109375,0.685546875
216,1,335.580078125,0.67578125
170,1,336.365234375,0.70703125
148,1,337.181640625,0.708984375
232,1,337.998046875,0.666015625
240,1,338.787109375,0.720703125
213,1,339.62109375,0.71875
178,1,340.455078125,0.685546875
217,1,342.017578125,0.689453125
194,1,342.818359375,0.70703125
137,1,343.638671875,0.720703125
229,1,344.47265625,0.703125
192,1,345.283203125,0.69140625
209,1,346.08984375,0.703125
121,1,347.740234375,0.703125
141,1,348.556640625,0.669921875
149,1,349.3359375,0.658203125
143,1,350.923828125,0.703125
236,1,351.736328125,0.70703125
202,1,352.55859375,0.720703125
232,1,353.392578125,0.71875
125,1,354.2265625,0.685546875
186,1,355.025390625,0.669921875
205,1,355.810546875,0.66796875
171,1,356.5859375,0.67578125
156,1,357.376953125,0.703125
212,1,358.1875,0.69140625
218,1,358.994140625,0.685546875
171,1,359.794921875,0.71875
174,1,360.626953125,0.720703125
227,1,361.455078125,0.69140625
196,1,362.259765625,0.671875
142,1,363.044921875,0.703125
130,1,363.85546875,0.658203125
228,1,364.62890625,0.703125
127,1,365.4453125,0.703125
208,1,366.2578125,0.69140625
207,1,367.056640625,0.658203125
238,1,367.830078125,0.685546875
159,1,368.625,0.658203125
224,1,369.396484375,0.685546875
170,1,370.197265625,0.669921875
146,1,370.98046875,0.685546875
216,1,371.78125,0.685546875
156,1,372.578125,0.705078125
137,1,373.392578125,0.673828125
133,1,374.17578125,0.658203125
225,1,374.943359375,0.69140625
183,1,376.580078125,0.705078125
129,1,377.400390625,0.71875
204,1,378.232421875,0.720703125
212,1,379.06640625,0.71875
223,1,379.896484375,0.65625
214,1,380.666015625,0.669921875
163,1,381.451171875,0.66796875
153,1,382.234375,0.71875
162,1,383.068359375,0.66796875
148,1,383.8515625,0.66796875
201,1,384.634765625,0.71875
145,1,385.46875,0.66796875
187,1,386.251953125,0.669921875
180,1,387.029296875,0.69140625
136,1,387.830078125,0.69140625
228,1,389.46875,0.6875
195,1,390.26953125,0.703125
155,1,391.080078125,0.66796875
144,1,391.87109375,0.701171875
138,1,392.6875,0.669921875
126,1,393.46484375,0.69140625
183,1,394.267578125,0.70703125
162,1,395.083984375,0.70703125
123,1,395.904296875,0.703125
166,1,397.5,0.658203125
129,1,398.265625,0.666015625
149,1,399.05078125,0.658203125
188,1,399.822265625,0.703125
141,1,400.640625,0.701171875
135,1,401.455078125,0.6875
230,1,402.2578125,0.66796875
177,1,403.041015625,0.71875
206,1,403.875,0.677734375
135,1,404.669921875,0.70703125
151,1,405.486328125,0.658203125
169,1,407.083984375,0.693359375
139,1,407.88671875,0.70703125
202,1,409.54296875,0.71875
231,1,410.376953125,0.66796875
206,1,411.16015625,0.693359375
210,1,411.9765625,0.685546875
179,1,412.771484375,0.70703125
203,1,413.587890625,0.67578125
182,1,414.376953125,0.703125
224,1,415.1875,0.693359375
147,1,415.994140625,0.703125
122,1,417.60546875,0.67578125
219,1,418.39453125,0.71875
220,1,419.228515625,0.703125
143,1,420.86328125,0.701171875
207,1,421.6796875,0.701171875
189,1,422.490234375,0.67578125
222,1,423.279296875,0.669921875
239,1,424.0625,0.6875
209,1,424.86328125,0.703125
229,1,425.67578125,0.673828125
126,1,427.263671875,0.703125
220,1,428.078125,0.689453125
235,1,428.880859375,0.669921875
237,1,429.65625,0.662109375
136,1,430.431640625,0.71875
124,1,431.265625,0.685546875
316,1,439.056640625,0.66015625
305,1,439.83984375,0.66796875
245,1,440.623046875,0.703125
314,1,441.43359375,0.67578125
276,1,442.216796875,0.693359375
279,1,443.0234375,0.71875
282,1,443.8515625,0.673828125
297,1,444.63671875,0.65625
302,1,445.408203125,0.66796875
342,1,446.185546875,0.67578125
341,1,447.7578125,0.685546875
357,1,448.55859375,0.669921875
311,1,449.341796875,0.703125
242,1,450.15625,0.705078125
313,1,451.7421875,0.6875
335,1,452.537109375,0.708984375
343,1,453.359375,0.701171875
300,1,454.17578125,0.703125
352,1,454.994140625,0.703125
308,1,455.8046875,0.69140625
347,1,456.607421875,0.671875
296,1,457.39453125,0.703125
345,1,459.005859375,0.708984375
266,1,459.82421875,0.65625
251,1,460.58984375,0.67578125
248,1,461.37109375,0.66015625
291,1,462.947265625,0.66796875
332,1,463.73046875,0.701171875
313,1,464.546875,0.71484375
327,1,465.380859375,0.66796875
292,1,466.158203125,0.708984375
268,1,466.98046875,0.71875
318,1,467.80859375,0.708984375
330,1,468.630859375,0.669921875
293,1,469.4140625,0.720703125
261,1,470.248046875,0.703125
286,1,471.05859375,0.66015625
252,1,472.626953125,0.69140625
320,1,473.43359375,0.71875
242,1,474.265625,0.6953125
290,1,475.080078125,0.671875
249,1,476.66796875,0.71875
259,1,477.494140625,0.69140625
356,1,478.296875,0.703125
325,1,479.1171875,0.71875
323,1,479.951171875,0.703125
262,1,481.53515625,0.685546875
350,1,482.333984375,0.720703125
241,1,483.162109375,0.6640625
295,1,483.935546875,0.703125
279,1,484.751953125,0.703125
274,1,485.564453125,0.69140625
326,1,486.3671875,0.705078125
269,1,487.181640625,0.658203125
331,1,487.94921875,0.673828125
315,1,488.732421875,0.658203125
356,1,489.498046875,0.69140625
299,1,491.12109375,0.685546875
254,1,491.91796875,0.689453125
310,1,492.72265625,0.685546875
344,1,493.51953125,0.6875
342,1,494.322265625,0.703125
312,1,495.923828125,0.71875
353,1,496.75,0.658203125
315,1,498.302734375,0.65625
284,1,499.07421875,0.66796875
317,1,500.673828125,0.669921875
327,1,501.45703125,0.720703125
303,1,502.291015625,0.703125
358,1,503.892578125,0.66796875
354,1,504.67578125,0.71875
331,1,505.505859375,0.697265625
298,1,506.32421875,0.705078125
270,1,507.13671875,0.658203125
255,1,508.7109375,0.66796875
253,1,509.494140625,0.66796875
243,1,510.271484375,0.673828125
277,1,511.056640625,0.65625
352,1,512.638671875,0.708984375
322,1,513.4609375,0.669921875
284,1,514.244140625,0.6796875
289,1,515.044921875,0.71875
273,1,515.87890625,0.65234375
320,1,516.646484375,0.701171875
290,1,517.45703125,0.69140625
265,1,518.263671875,0.71875
250,1,519.08984375,0.66015625
264,1,519.857421875,0.69140625
317,1,520.6640625,0.701171875
260,1,521.474609375,0.708984375
310,1,522.296875,0.703125
259,1,523.11328125,0.6875
275,1,523.9140625,0.703125
258,1,524.732421875,0.701171875
337,1,525.544921875,0.689453125
325,1,527.166015625,0.685546875
318,1,527.96484375,0.669921875
329,1,528.75,0.685546875
324,1,529.546875,0.72265625
272,1,530.3828125,0.703125
355,1,531.966796875,0.685546875
351,1,532.767578125,0.66796875
346,1,533.55078125,0.685546875
334,1,534.345703125,0.67578125
311,1,535.1328125,0.6875
250,1,535.935546875,0.701171875
244,1,536.74609375,0.69140625
282,1,537.552734375,0.71875
339,1,538.38671875,0.66796875
288,1,539.166015625,0.705078125
316,1,539.98046875,0.673828125
343,1,540.78125,0.658203125
283,1,541.546875,0.69140625
260,1,543.1875,0.669921875
338,1,543.96484375,0.69140625
269,1,544.771484375,0.685546875
275,1,545.564453125,0.67578125
293,1,546.353515625,0.669921875
256,1,547.138671875,0.701171875
312,1,547.94921875,0.708984375
338,1,548.771484375,0.703125
324,1,550.388671875,0.720703125
280,1,551.216796875,0.67578125
336,1,552.001953125,0.673828125
328,1,552.787109375,0.6875
257,1,553.5859375,0.65625
333,1,554.3515625,0.70703125
245,1,555.974609375,0.71875
348,1,556.802734375,0.673828125
263,1,557.5859375,0.662109375
278,1,558.35546875,0.654296875
272,1,559.125,0.685546875
295,1,559.919921875,0.673828125
285,1,560.705078125,0.673828125
330,1,561.4921875,0.703125
283,1,562.302734375,0.67578125
241,1,563.087890625,0.673828125
277,1,563.876953125,0.677734375
299,1,564.66796875,0.7109375
261,1,565.494140625,0.71875
339,1,566.322265625,0.70703125
303,1,567.138671875,0.69140625
304,1,567.9453125,0.701171875
268,1,568.755859375,0.658203125
278,1,569.529296875,0.701171875
286,1,570.345703125,0.685546875
337,1,571.138671875,0.693359375
271,1,571.9453125,0.669921875
359,1,572.728515625,0.703125
307,1,573.541015625,0.69140625
296,1,574.345703125,0.720703125
301,1,575.173828125,0.69140625
262,1,575.974609375,0.673828125
319,1,576.763671875,0.685546875
302,1,577.55859375,0.69140625
335,1,579.1640625,0.703125
288,1,580.78125,0.69921875
291,1,581.595703125,0.705078125
300,1,582.416015625,0.703125
256,1,583.2265625,0.658203125
243,1,583.994140625,0.70703125
304,1,584.81640625,0.66796875
298,1,585.599609375,0.71875
271,1,586.427734375,0.67578125
301,1,587.216796875,0.685546875
289,1,588.017578125,0.685546875
255,1,588.81640625,0.703125
314,1,589.634765625,0.66796875
274,1,590.412109375,0.69140625
321,1,591.21875,0.701171875
354,1,592.03515625,0.71875
319,1,592.86328125,0.658203125
349,1,593.634765625,0.669921875
328,1,594.419921875,0.685546875
358,1,595.212890625,0.69140625
340,1,596.015625,0.70703125
276,1,596.8359375,0.703125
359,1,597.650390625,0.72265625
347,1,598.48046875,0.69140625
294,1,599.28125,0.708984375
336,1,600.103515625,0.669921875
266,1,600.880859375,0.693359375
334,1,601.68359375,0.689453125
254,1,602.48828125,0.71875
297,1,603.322265625,0.71875
322,1,604.150390625,0.69140625
258,1,604.94921875,0.708984375
349,1,605.771484375,0.669921875
341,1,606.548828125,0.66015625
267,1,607.31640625,0.67578125
280,1,608.099609375,0.708984375
332,1,608.923828125,0.66796875
249,1,610.474609375,0.701171875
309,1,611.291015625,0.703125
273,1,612.107421875,0.669921875
247,1,612.884765625,0.69140625
281,1,613.69140625,0.685546875
305,1,614.484375,0.67578125
253,1,615.275390625,0.685546875
333,1,616.076171875,0.66796875
287,1,616.859375,0.66796875
294,1,617.638671875,0.689453125
307,1,618.4375,0.67578125
287,1,619.2265625,0.669921875
281,1,620.009765625,0.703125
357,1,620.822265625,0.673828125
360,1,621.611328125,0.701171875
340,1,622.421875,0.658203125
252,1,623.193359375,0.720703125
329,1,624.02734375,0.69140625
326,1,625.62890625,0.685546875
292,1,626.4296875,0.71875
353,1,627.255859375,0.69140625
306,1,628.0625,0.703125
348,1,628.873046875,0.658203125
351,1,629.646484375,0.703125
360,1,630.462890625,0.669921875
244,1,631.240234375,0.658203125
344,1,632.0078125,0.708984375
350,1,632.830078125,0.720703125
270,1,633.66015625,0.70703125
285,1,634.48046875,0.685546875
264,1,635.28125,0.685546875
247,1,636.07421875,0.708984375
345,1,636.8984375,0.685546875
267,1,637.693359375,0.70703125
306,1,638.515625,0.669921875
248,1,639.298828125,0.669921875
321,1,640.076171875,0.708984375
246,1,640.89453125,0.671875
323,1,641.68359375,0.66796875
246,1,643.228515625,0.69140625
257,1,644.033203125,0.669921875
355,1,644.818359375,0.701171875
251,1,645.634765625,0.66796875
265,1,646.4140625,0.70703125
309,1,647.228515625,0.69140625
346,1,648.029296875,0.658203125
263,1,648.796875,0.69140625
308,1,649.6015625,0.685546875
457,1,656.658203125,0.685546875
441,1,657.451171875,0.708984375
470,1,658.26953125,0.658203125
479,1,659.041015625,0.71875
405,1,659.869140625,0.69140625
429,1,660.67578125,0.685546875
456,1,661.46875,0.693359375
464,1,662.275390625,0.669921875
386,1,663.052734375,0.6953125
455,1,663.859375,0.703125
388,1,664.671875,0.673828125
421,1,665.453125,0.693359375
395,1,666.259765625,0.703125
418,1,667.89453125,0.6640625
390,1,669.4453125,0.66796875
389,1,670.22265625,0.70703125
420,1,671.044921875,0.703125
370,1,671.85546875,0.708984375
471,1,672.6796875,0.701171875
472,1,673.49609375,0.685546875
477,1,674.294921875,0.69921875
478,1,675.10546875,0.66015625
436,1,675.87890625,0.720703125
446,1,676.712890625,0.703125
361,1,677.5234375,0.708984375
371,1,678.34765625,0.71875
465,1,679.17578125,0.70703125
426,1,680.814453125,0.703125
416,1,681.630859375,0.703125
389,1,682.443359375,0.68359375
381,1,683.248046875,0.703125
435,1,684.064453125,0.669921875
371,1,685.666015625,0.703125
463,1,686.4765625,0.693359375
458,1,687.283203125,0.677734375
445,1,688.083984375,0.685546875
442,1,688.888671875,0.681640625
480,1,689.68359375,0.669921875
362,1,690.466796875,0.669921875
437,1,691.251953125,0.71875
408,1,692.083984375,0.685546875
415,1,692.87890625,0.658203125
447,1,693.6484375,0.65625
400,1,694.412109375,0.693359375
365,1,695.21875,0.669921875
453,1,696.830078125,0.658203125
401,1,697.6015625,0.669921875
473,1,698.38671875,0.703125
384,1,699.203125,0.669921875
452,1,699.984375,0.705078125
372,1,700.798828125,0.673828125
376,1,701.58203125,0.69140625
403,1,702.380859375,0.693359375
374,1,703.1875,0.6875
375,1,703.982421875,0.708984375
439,1,704.8046875,0.685546875
418,1,705.60546875,0.71875
421,1,706.43359375,0.67578125
391,1,707.22265625,0.685546875
407,1,708.0234375,0.66796875
435,1,709.623046875,0.703125
378,1,710.439453125,0.6875
430,1,711.240234375,0.703125
364,1,712.052734375,0.658203125
385,1,712.818359375,0.708984375
461,1,713.640625,0.685546875
447,1,714.435546875,0.69140625
458,1,715.236328125,0.673828125
472,1,716.025390625,0.703125
474,1,716.841796875,0.685546875
362,1,717.640625,0.720703125
445,1,718.470703125,0.69140625
413,1,719.275390625,0.703125
416,1,720.087890625,0.69140625
468,1,720.88671875,0.708984375
392,1,721.7109375,0.71875
450,1,722.544921875,0.701171875
385,1,723.361328125,0.71875
380,1,724.1875,0.693359375
433,1,724.994140625,0.685546875
419,1,725.7890625,0.658203125
443,1,726.556640625,0.69140625
368,1,727.35546875,0.67578125
454,1,728.14453125,0.720703125
399,1,728.97265625,0.69140625
463,1,729.7734375,0.658203125
422,1,730.546875,0.66796875
424,1,731.330078125,0.685546875
376,1,732.130859375,0.701171875
380,1,733.748046875,0.66796875
476,1,734.525390625,0.658203125
377,1,735.291015625,0.658203125
453,1,736.064453125,0.685546875
441,1,736.859375,0.69140625
412,1,737.6640625,0.693359375
425,1,739.232421875,0.71875
459,1,740.0625,0.70703125
387,1,740.8828125,0.66796875
394,1,741.662109375,0.662109375
438,1,742.44140625,0.693359375
399,1,743.25,0.669921875
366,1,744.033203125,0.703125
372,1,745.6171875,0.685546875
369,1,746.41796875,0.66796875
440,1,747.201171875,0.703125
427,1,748.01171875,0.67578125
475,1,748.80078125,0.669921875
428,1,749.580078125,0.69140625
443,1,750.384765625,0.720703125
464,1,751.21875,0.685546875
423,1,752.01953125,0.71875
401,1,752.853515625,0.66015625
454,1,753.62890625,0.66015625
471,1,755.220703125,0.66796875
413,1,756.00390625,0.669921875
470,1,756.78125,0.658203125
451,1,757.548828125,0.658203125
404,1,758.3203125,0.669921875
431,1,759.10546875,0.685546875
428,1,759.8984375,0.658203125
415,1,760.66796875,0.689453125
374,1,761.466796875,0.69140625
417,1,762.271484375,0.72265625
422,1,763.10546875,0.703125
408,1,763.921875,0.720703125
420,1,764.751953125,0.689453125
462,1,766.373046875,0.703125
455,1,767.189453125,0.720703125
424,1,768.0234375,0.703125
462,1,768.841796875,0.685546875
404,1,769.640625,0.669921875
465,1,770.419921875,0.69140625
480,1,771.224609375,0.669921875
449,1,772.0078125,0.720703125
397,1,772.841796875,0.71875
392,1,773.67578125,0.6875
476,1,774.4765625,0.71875
403,1,775.310546875,0.66796875
469,1,776.087890625,0.673828125
381,1,776.876953125,0.71875
365,1,778.5234375,0.65625
383,1,779.294921875,0.685546875
378,1,780.087890625,0.69140625
431,1,780.89453125,0.703125
406,1,781.7109375,0.703125
388,1,782.5234375,0.658203125
410,1,783.291015625,0.673828125
406,1,784.078125,0.703125
479,1,784.896484375,0.685546875
394,1,785.69140625,0.69140625
364,1,786.49609375,0.685546875
391,1,787.291015625,0.673828125
384,1,788.07421875,0.67578125
430,1,788.86328125,0.685546875
368,1,789.658203125,0.67578125
411,1,790.44140625,0.67578125
434,1,791.23046875,0.669921875
367,1,792.015625,0.71875
468,1,793.6484375,0.685546875
379,1,794.453125,0.681640625
466,1,795.2421875,0.6875
382,1,796.048828125,0.669921875
363,1,796.83203125,0.669921875
461,1,797.611328125,0.65234375
383,1,798.3828125,0.720703125
448,1,799.216796875,0.669921875
390,1,799.994140625,0.708984375
393,1,800.810546875,0.708984375
474,1,802.41796875,0.685546875
375,1,803.21875,0.701171875
442,1,804.029296875,0.67578125
361,1,804.8125,0.67578125
400,1,805.6015625,0.669921875
417,1,807.169921875,0.701171875
